States,States Code,Year,Sex,Age Groups,Count,Population,Crude Rate
Florida,12,2015,Male,15-19 years,17,620907,2.74
Florida,12,2015,Male,20-24 years,21,670633,3.13
Florida,12,2015,Male,25-29 years,25,674551,3.71
Florida,12,2015,Male,30-34 years,33,631336,5.23
Florida,12,2015,Male,35-39 years,26,601670,4.32
Florida,12,2015,Male,40-44 years,37,620822,5.96
Florida,12,2015,Male,45-49 years,47,652454,7.2
Florida,12,2015,Male,50-54 years,67,707712,9.47
Florida,12,2015,Male,55-59 years,75,663248,11.31
Florida,12,2015,Male,60-64 years ,94,585990,16.04
Florida,12,2015,Male,65-69 years,126,559820,22.51
Florida,12,2015,Male,70-74 years,94,441541,21.29
Florida,12,2015,Male,75-79 years,77,320853,24
Florida,12,2015,Male,80-84 years,50,220372,22.69
Florida,12,2015,Male,85+ years,49,196071,24.99
Florida,12,2016,Female,5-9 years,22,554191,3.97
Florida,12,2016,Female,10-14 years,17,575201,2.96
Florida,12,2016,Female,15-19 years,19,599370,3.17
Florida,12,2016,Female,30-34 years,26,637308,4.08
Florida,12,2016,Female,35-39 years,22,620377,3.55
Florida,12,2016,Female,40-44 years,25,620121,4.03
Florida,12,2016,Female,45-49 years,41,667253,6.14
Florida,12,2016,Female,50-54 years,42,725436,5.79
Florida,12,2016,Female,55-59 years,67,732465,9.15
Florida,12,2016,Female,60-64 years ,77,684157,11.25
Florida,12,2016,Female,65-69 years,105,662643,15.85
Florida,12,2016,Female,70-74 years,75,523889,14.32
Florida,12,2016,Female,75-79 years,65,391107,16.62
Florida,12,2016,Female,80-84 years,55,283947,19.37
Florida,12,2016,Female,85+ years,46,331965,13.86
Florida,12,2016,Male,1-4 years,21,454807,4.62
Florida,12,2016,Male,5-9 years,20,578522,3.46
Florida,12,2016,Male,10-14 years,26,600885,4.33
Florida,12,2016,Male,15-19 years,21,630247,3.33
Florida,12,2016,Male,20-24 years,20,662332,3.02
Florida,12,2016,Male,25-29 years,22,695968,3.16
Florida,12,2016,Male,30-34 years,30,650441,4.61
Florida,12,2016,Male,35-39 years,20,624677,3.2
Florida,12,2016,Male,40-44 years,27,615111,4.39
Florida,12,2016,Male,45-49 years,48,664327,7.23
Florida,12,2016,Male,50-54 years,74,706728,10.47
Florida,12,2016,Male,55-59 years,94,684894,13.72
Florida,12,2016,Male,60-64 years ,121,605040,20
Florida,12,2016,Male,65-69 years,115,583781,19.7
Florida,12,2016,Male,70-74 years,81,457020,17.72
Florida,12,2016,Male,75-79 years,73,332577,21.95
Florida,12,2016,Male,80-84 years,42,225915,18.59
Florida,12,2016,Male,85+ years,34,203598,16.7
Florida,12,2017,Female,1-4 years,19,438808,4.33
Florida,12,2017,Female,5-9 years,32,556543,5.75
Florida,12,2017,Female,10-14 years,17,587113,2.9
Florida,12,2017,Female,25-29 years,25,684236,3.65
Florida,12,2017,Female,30-34 years,24,647678,3.71
Florida,12,2017,Female,35-39 years,21,637701,3.29
Florida,12,2017,Female,40-44 years,28,621405,4.51
Florida,12,2017,Female,45-49 years,30,674357,4.45
Florida,12,2017,Female,50-54 years,37,717314,5.16
Florida,12,2017,Female,55-59 years,61,743676,8.2
Florida,12,2017,Female,60-64 years ,78,704922,11.07
Florida,12,2017,Female,65-69 years,82,659537,12.43
Florida,12,2017,Female,70-74 years,74,564663,13.11
Florida,12,2017,Female,75-79 years,67,408514,16.4
Florida,12,2017,Female,80-84 years,49,291091,16.83
Florida,12,2017,Female,85+ years,45,339064,13.27
Florida,12,2017,Male,1-4 years,25,460903,5.42
Florida,12,2017,Male,5-9 years,34,580716,5.85
Florida,12,2017,Male,10-14 years,29,613248,4.73
Florida,12,2017,Male,25-29 years,19,709209,2.68
Florida,12,2017,Male,30-34 years,32,665899,4.81
Florida,12,2017,Male,35-39 years,22,645185,3.41
Florida,12,2017,Male,40-44 years,21,617397,3.4
Florida,12,2017,Male,45-49 years,44,672516,6.54
Florida,12,2017,Male,50-54 years,59,701309,8.41
Florida,12,2017,Male,55-59 years,98,700280,13.99
Florida,12,2017,Male,60-64 years ,87,626178,13.89
Florida,12,2017,Male,65-69 years,114,577356,19.75
Florida,12,2017,Male,70-74 years,107,494138,21.65
Florida,12,2017,Male,75-79 years,90,347548,25.9
Florida,12,2017,Male,80-84 years,63,231986,27.16
Florida,12,2017,Male,85+ years,43,210349,20.44
Florida,12,2018,Female,1-4 years,18,441385,4.08
Florida,12,2018,Female,5-9 years,22,556238,3.96
Florida,12,2018,Female,10-14 years,20,599811,3.33
Florida,12,2018,Female,25-29 years,27,683864,3.95
Florida,12,2018,Female,30-34 years,24,658108,3.65
Florida,12,2018,Female,35-39 years,19,653159,2.91
Florida,12,2018,Female,40-44 years,26,626679,4.15
Florida,12,2018,Female,45-49 years,42,676064,6.21
Florida,12,2018,Female,50-54 years,49,704682,6.95
Florida,12,2018,Female,55-59 years,68,752815,9.03
Florida,12,2018,Female,60-64 years ,75,720600,10.41
Florida,12,2018,Female,65-69 years,111,667599,16.63
Florida,12,2018,Female,70-74 years,86,583024,14.75
Florida,12,2018,Female,75-79 years,81,433287,18.69
Florida,12,2018,Female,80-84 years,50,300447,16.64
Florida,12,2018,Female,85+ years,50,344742,14.5
Florida,12,2018,Male,1-4 years,21,461892,4.55
Florida,12,2018,Male,5-9 years,24,581702,4.13
Florida,12,2018,Male,10-14 years,25,626448,3.99
Florida,12,2018,Male,15-19 years,24,638168,3.76
Florida,12,2018,Male,20-24 years,21,653341,3.21
Florida,12,2018,Male,25-29 years,29,710823,4.08
Florida,12,2018,Male,30-34 years,29,680222,4.26
Florida,12,2018,Male,35-39 years,30,663613,4.52
Florida,12,2018,Male,40-44 years,39,623614,6.25
Florida,12,2018,Male,45-49 years,51,675571,7.55
Florida,12,2018,Male,50-54 years,67,691513,9.69
Florida,12,2018,Male,55-59 years,91,714843,12.73
Florida,12,2018,Male,60-64 years ,106,645146,16.43
Florida,12,2018,Male,65-69 years,119,581684,20.46
Florida,12,2018,Male,70-74 years,133,510192,26.07
Florida,12,2018,Male,75-79 years,102,368981,27.64
Florida,12,2018,Male,80-84 years,73,240051,30.41
Florida,12,2018,Male,85+ years,41,215399,19.03
Florida,12,2019,Female,1-4 years,27,440399,6.13
Florida,12,2019,Female,5-9 years,28,560145,5
Florida,12,2019,Female,10-14 years,20,602210,3.32
Florida,12,2019,Female,15-19 years,17,611776,2.78
Florida,12,2019,Female,25-29 years,18,676071,2.66
Florida,12,2019,Female,30-34 years,24,672072,3.57
Florida,12,2019,Female,35-39 years,20,663939,3.01
Florida,12,2019,Female,40-44 years,19,633293,3
Florida,12,2019,Female,45-49 years,33,672664,4.91
Florida,12,2019,Female,50-54 years,47,690937,6.8
Florida,12,2019,Female,55-59 years,64,762039,8.4
Florida,12,2019,Female,60-64 years ,76,732684,10.37
Florida,12,2019,Female,65-69 years,95,682134,13.93
Florida,12,2019,Female,70-74 years,70,606104,11.55
Florida,12,2019,Female,75-79 years,77,452287,17.02
Florida,12,2019,Female,80-84 years,57,312091,18.26
Florida,12,2019,Female,85+ years,57,350146,16.28
Florida,12,2019,Male,1-4 years,35,460136,7.61
Florida,12,2019,Male,5-9 years,16,586042,2.73
Florida,12,2019,Male,10-14 years,19,630079,3.02
Florida,12,2019,Male,15-19 years,20,640320,3.12
Florida,12,2019,Male,20-24 years,20,648905,3.08
Florida,12,2019,Male,25-29 years,20,704239,2.84
Florida,12,2019,Male,30-34 years,30,698459,4.3
Florida,12,2019,Male,35-39 years,23,676885,3.4
Florida,12,2019,Male,40-44 years,33,633896,5.21
Florida,12,2019,Male,45-49 years,38,671716,5.66
Florida,12,2019,Male,50-54 years,62,681923,9.09
Florida,12,2019,Male,55-59 years,100,727382,13.75
Florida,12,2019,Male,60-64 years ,122,662151,18.42
Florida,12,2019,Male,65-69 years,152,592334,25.66
Florida,12,2019,Male,70-74 years,113,529580,21.34
Florida,12,2019,Male,75-79 years,94,384508,24.45
Florida,12,2019,Male,80-84 years,69,249888,27.61
Florida,12,2019,Male,85+ years,52,220007,23.64
Florida,12,2020,Female,1-4 years,17,437248,3.89
Florida,12,2020,Female,5-9 years,22,564336,3.9
Florida,12,2020,Female,15-19 years,21,614394,3.42
Florida,12,2020,Female,25-29 years,18,661421,2.72
Florida,12,2020,Female,30-34 years,18,687221,2.62
Florida,12,2020,Female,35-39 years,20,670400,2.98
Florida,12,2020,Female,40-44 years,16,645587,2.48
Florida,12,2020,Female,45-49 years,27,663627,4.07
Florida,12,2020,Female,50-54 years,52,689569,7.54
Florida,12,2020,Female,55-59 years,64,764878,8.37
Florida,12,2020,Female,60-64 years ,78,748526,10.42
Florida,12,2020,Female,65-69 years,96,700184,13.71
Florida,12,2020,Female,70-74 years,107,631527,16.94
Florida,12,2020,Female,75-79 years,83,468237,17.73
Florida,12,2020,Female,80-84 years,65,321751,20.2
Florida,12,2020,Female,85+ years,51,357994,14.25
Florida,12,2020,Male,1-4 years,28,455958,6.14
Florida,12,2020,Male,5-9 years,24,591185,4.06
Florida,12,2020,Male,10-14 years,17,631453,2.69
Florida,12,2020,Male,15-19 years,26,642378,4.05
Florida,12,2020,Male,20-24 years,16,656759,2.44
Florida,12,2020,Male,25-29 years,19,690255,2.75
Florida,12,2020,Male,30-34 years,22,713055,3.09
Florida,12,2020,Male,35-39 years,20,686424,2.91
Florida,12,2020,Male,40-44 years,40,649403,6.16
Florida,12,2020,Male,45-49 years,47,662069,7.1
Florida,12,2020,Male,50-54 years,60,683412,8.78
Florida,12,2020,Male,55-59 years,100,731969,13.66
Florida,12,2020,Male,60-64 years ,104,683040,15.23
Florida,12,2020,Male,65-69 years,125,608686,20.54
Florida,12,2020,Male,70-74 years,127,550839,23.06
Florida,12,2020,Male,75-79 years,98,397510,24.65
Florida,12,2020,Male,80-84 years,81,257106,31.5
Florida,12,2020,Male,85+ years,36,225720,15.95
Florida,12,2021,Female,1-4 years,20,432386,4.63
Florida,12,2021,Female,5-9 years,21,569186,3.69
Florida,12,2021,Female,10-14 years,16,600456,2.66
Florida,12,2021,Female,15-19 years,16,613133,2.61
Florida,12,2021,Female,25-29 years,18,651166,2.76
Florida,12,2021,Female,30-34 years,26,701790,3.7
Florida,12,2021,Female,35-39 years,25,679254,3.68
Florida,12,2021,Female,40-44 years,25,660537,3.78
Florida,12,2021,Female,45-49 years,25,652474,3.83
Florida,12,2021,Female,50-54 years,51,698598,7.3
Florida,12,2021,Female,55-59 years,70,760061,9.21
Florida,12,2021,Female,60-64 years ,102,765493,13.32
Florida,12,2021,Female,65-69 years,101,716100,14.1
Florida,12,2021,Female,70-74 years,101,658641,15.33
Florida,12,2021,Female,75-79 years,90,482109,18.67
Florida,12,2021,Female,80-84 years,52,331975,15.66
Florida,12,2021,Female,85+ years,43,362175,11.87
Florida,12,2021,Male,1-4 years,19,450856,4.21
Florida,12,2021,Male,5-9 years,27,595892,4.53
Florida,12,2021,Male,10-14 years,21,629076,3.34
Florida,12,2021,Male,25-29 years,27,682028,3.96
Florida,12,2021,Male,30-34 years,41,725113,5.65
Florida,12,2021,Male,35-39 years,30,698149,4.3
Florida,12,2021,Male,40-44 years,32,666140,4.8
Florida,12,2021,Male,45-49 years,50,648472,7.71
Florida,12,2021,Male,50-54 years,67,692984,9.67
Florida,12,2021,Male,55-59 years,94,729221,12.89
Florida,12,2021,Male,60-64 years ,135,703263,19.2
Florida,12,2021,Male,65-69 years,108,623328,17.33
Florida,12,2021,Male,70-74 years,147,570717,25.76
Florida,12,2021,Male,75-79 years,111,407489,27.24
Florida,12,2021,Male,80-84 years,58,265118,21.88
Florida,12,2021,Male,85+ years,43,231731,18.56
Georgia,13,1999,Female,45-49 years,17,287514,5.91
Georgia,13,1999,Female,55-59 years,19,186795,10.17
Georgia,13,1999,Female,65-69 years,18,127362,14.13
Georgia,13,1999,Female,70-74 years,21,113851,18.45
Georgia,13,1999,Female,80-84 years,18,68755,26.18
Georgia,13,1999,Male,40-44 years,18,315924,5.7
Georgia,13,1999,Male,45-49 years,25,271911,9.19
Georgia,13,1999,Male,50-54 years,23,236763,9.71
Georgia,13,1999,Male,55-59 years,22,175590,12.53
Georgia,13,1999,Male,60-64 years ,18,132764,13.56
Georgia,13,1999,Male,65-69 years,16,106398,15.04
Georgia,13,1999,Male,70-74 years,24,83665,28.69
Georgia,13,1999,Male,75-79 years,17,60699,28.01
Georgia,13,2000,Female,50-54 years,20,264336,7.57
Georgia,13,2000,Female,60-64 years ,16,151404,10.57
Georgia,13,2000,Female,65-69 years,20,128976,15.51
Georgia,13,2000,Female,70-74 years,24,114344,20.99
Georgia,13,2000,Female,80-84 years,19,69302,27.42
Georgia,13,2000,Male,40-44 years,16,324746,4.93
Georgia,13,2000,Male,45-49 years,21,281221,7.47
Georgia,13,2000,Male,50-54 years,25,250048,10
Georgia,13,2000,Male,55-59 years,28,184192,15.2
Georgia,13,2000,Male,60-64 years ,19,136835,13.89
Georgia,13,2000,Male,65-69 years,22,108083,20.35
Georgia,13,2001,Female,45-49 years,21,305000,6.89
Georgia,13,2001,Female,50-54 years,16,278689,5.74
Georgia,13,2001,Female,55-59 years,20,202751,9.86
Georgia,13,2001,Female,60-64 years ,16,156520,10.22
Georgia,13,2001,Female,65-69 years,23,131718,17.46
Georgia,13,2001,Female,70-74 years,16,114127,14.02
Georgia,13,2001,Female,75-79 years,16,97696,16.38
Georgia,13,2001,Male,40-44 years,17,332530,5.11
Georgia,13,2001,Male,45-49 years,17,289742,5.87
Georgia,13,2001,Male,50-54 years,27,261939,10.31
Georgia,13,2001,Male,55-59 years,38,190431,19.95
Georgia,13,2001,Male,60-64 years ,23,142350,16.16
Georgia,13,2001,Male,65-69 years,21,110851,18.94
Georgia,13,2001,Male,70-74 years,26,86414,30.09
Georgia,13,2001,Male,75-79 years,17,62093,27.38
Georgia,13,2002,Female,45-49 years,16,315101,5.08
Georgia,13,2002,Female,50-54 years,22,280043,7.86
Georgia,13,2002,Female,55-59 years,25,221908,11.27
Georgia,13,2002,Female,65-69 years,19,133689,14.21
Georgia,13,2002,Female,70-74 years,18,114778,15.68
Georgia,13,2002,Female,75-79 years,26,97953,26.54
Georgia,13,2002,Male,1-4 years,16,254255,6.29
Georgia,13,2002,Male,45-49 years,19,300152,6.33
Georgia,13,2002,Male,50-54 years,18,261961,6.87
Georgia,13,2002,Male,55-59 years,30,207782,14.44
Georgia,13,2002,Male,60-64 years ,28,149208,18.77
Georgia,13,2002,Male,65-69 years,26,113427,22.92
Georgia,13,2002,Male,70-74 years,20,87995,22.73
Georgia,13,2003,Female,45-49 years,20,323609,6.18
Georgia,13,2003,Female,55-59 years,25,234342,10.67
Georgia,13,2003,Female,60-64 years ,22,174503,12.61
Georgia,13,2003,Female,65-69 years,21,137064,15.32
Georgia,13,2003,Female,75-79 years,18,98446,18.28
Georgia,13,2003,Male,40-44 years,21,340805,6.16
Georgia,13,2003,Male,45-49 years,23,309011,7.44
Georgia,13,2003,Male,50-54 years,25,265281,9.42
Georgia,13,2003,Male,55-59 years,17,218699,7.77
Georgia,13,2003,Male,60-64 years ,24,159798,15.02
Georgia,13,2003,Male,65-69 years,25,117206,21.33
Georgia,13,2003,Male,70-74 years,20,89605,22.32
Georgia,13,2004,Female,1-4 years,16,255693,6.26
Georgia,13,2004,Female,30-34 years,16,337671,4.74
Georgia,13,2004,Female,55-59 years,23,248253,9.26
Georgia,13,2004,Female,60-64 years ,23,183274,12.55
Georgia,13,2004,Female,65-69 years,26,141109,18.43
Georgia,13,2004,Female,70-74 years,24,116233,20.65
Georgia,13,2004,Female,75-79 years,21,98536,21.31
Georgia,13,2004,Female,80-84 years,18,75885,23.72
Georgia,13,2004,Male,35-39 years,23,336721,6.83
Georgia,13,2004,Male,40-44 years,18,347044,5.19
Georgia,13,2004,Male,50-54 years,29,271242,10.69
Georgia,13,2004,Male,55-59 years,31,230224,13.47
Georgia,13,2004,Male,60-64 years ,27,167757,16.09
Georgia,13,2004,Male,65-69 years,23,121354,18.95
Georgia,13,2004,Male,70-74 years,20,90881,22.01
Georgia,13,2005,Female,45-49 years,19,339853,5.59
Georgia,13,2005,Female,55-59 years,19,264370,7.19
Georgia,13,2005,Female,60-64 years ,18,192460,9.35
Georgia,13,2005,Female,65-69 years,25,146229,17.1
Georgia,13,2005,Female,70-74 years,20,119462,16.74
Georgia,13,2005,Female,75-79 years,26,99447,26.14
Georgia,13,2005,Male,35-39 years,24,337941,7.1
Georgia,13,2005,Male,40-44 years,19,350392,5.42
Georgia,13,2005,Male,45-49 years,17,325141,5.23
Georgia,13,2005,Male,50-54 years,22,279442,7.87
Georgia,13,2005,Male,55-59 years,35,243944,14.35
Georgia,13,2005,Male,60-64 years ,38,175289,21.68
Georgia,13,2005,Male,65-69 years,28,127089,22.03
Georgia,13,2005,Male,70-74 years,24,93857,25.57
Georgia,13,2005,Male,75-79 years,24,67600,35.5
Georgia,13,2006,Female,45-49 years,17,348856,4.87
Georgia,13,2006,Female,50-54 years,19,308809,6.15
Georgia,13,2006,Female,55-59 years,28,280259,9.99
Georgia,13,2006,Female,60-64 years ,26,201186,12.92
Georgia,13,2006,Female,65-69 years,24,154561,15.53
Georgia,13,2006,Female,70-74 years,23,124248,18.51
Georgia,13,2006,Female,75-79 years,18,100865,17.85
Georgia,13,2006,Male,40-44 years,23,352580,6.52
Georgia,13,2006,Male,45-49 years,21,333704,6.29
Georgia,13,2006,Male,50-54 years,35,289307,12.1
Georgia,13,2006,Male,55-59 years,32,256155,12.49
Georgia,13,2006,Male,60-64 years ,29,182450,15.89
Georgia,13,2006,Male,65-69 years,17,134913,12.6
Georgia,13,2006,Male,70-74 years,19,97965,19.39
Georgia,13,2007,Female,1-4 years,19,268841,7.07
Georgia,13,2007,Female,5-9 years,19,325555,5.84
Georgia,13,2007,Female,10-14 years,16,330026,4.85
Georgia,13,2007,Female,35-39 years,17,361126,4.71
Georgia,13,2007,Female,40-44 years,19,362054,5.25
Georgia,13,2007,Female,50-54 years,21,321021,6.54
Georgia,13,2007,Female,55-59 years,19,283744,6.7
Georgia,13,2007,Female,60-64 years ,17,221927,7.66
Georgia,13,2007,Female,65-69 years,18,162323,11.09
Georgia,13,2007,Female,70-74 years,24,126792,18.93
Georgia,13,2007,Female,75-79 years,22,102105,21.55
Georgia,13,2007,Male,40-44 years,23,351283,6.55
Georgia,13,2007,Male,45-49 years,21,340214,6.17
Georgia,13,2007,Male,50-54 years,25,301515,8.29
Georgia,13,2007,Male,55-59 years,29,256919,11.29
Georgia,13,2007,Male,60-64 years ,32,200897,15.93
Georgia,13,2007,Male,65-69 years,29,142190,20.4
Georgia,13,2007,Male,70-74 years,31,101028,30.68
Georgia,13,2008,Female,45-49 years,16,361866,4.42
Georgia,13,2008,Female,50-54 years,21,330455,6.35
Georgia,13,2008,Female,55-59 years,19,289224,6.57
Georgia,13,2008,Female,60-64 years ,20,234844,8.52
Georgia,13,2008,Female,70-74 years,24,130117,18.44
Georgia,13,2008,Female,75-79 years,25,102856,24.31
Georgia,13,2008,Female,80-84 years,20,79752,25.08
Georgia,13,2008,Male,5-9 years,18,344692,5.22
Georgia,13,2008,Male,10-14 years,16,347406,4.61
Georgia,13,2008,Male,40-44 years,25,349389,7.16
Georgia,13,2008,Male,45-49 years,30,345165,8.69
Georgia,13,2008,Male,50-54 years,21,311135,6.75
Georgia,13,2008,Male,55-59 years,32,260723,12.27
Georgia,13,2008,Male,60-64 years ,32,212476,15.06
Georgia,13,2008,Male,65-69 years,23,152640,15.07
Georgia,13,2008,Male,70-74 years,26,105114,24.74
Georgia,13,2008,Male,75-79 years,28,73931,37.87
Georgia,13,2009,Female,50-54 years,18,337883,5.33
Georgia,13,2009,Female,55-59 years,17,296053,5.74
Georgia,13,2009,Female,60-64 years ,28,249562,11.22
Georgia,13,2009,Female,65-69 years,22,183177,12.01
Georgia,13,2009,Female,70-74 years,23,134789,17.06
Georgia,13,2009,Female,75-79 years,23,103653,22.19
Georgia,13,2009,Female,80-84 years,19,80525,23.6
Georgia,13,2009,Male,30-34 years,17,322356,5.27
Georgia,13,2009,Male,45-49 years,29,350865,8.27
Georgia,13,2009,Male,50-54 years,27,318237,8.48
Georgia,13,2009,Male,55-59 years,37,266390,13.89
Georgia,13,2009,Male,60-64 years ,34,224479,15.15
Georgia,13,2009,Male,65-69 years,40,160941,24.85
Georgia,13,2009,Male,70-74 years,24,109199,21.98
Georgia,13,2009,Male,75-79 years,24,75576,31.76
Georgia,13,2009,Male,85+ years,16,32267,49.59
Georgia,13,2010,Female,45-49 years,25,369663,6.76
Georgia,13,2010,Female,50-54 years,21,345668,6.08
Georgia,13,2010,Female,55-59 years,18,303784,5.93
Georgia,13,2010,Female,60-64 years ,22,264261,8.33
Georgia,13,2010,Female,65-69 years,25,191427,13.06
Georgia,13,2010,Female,70-74 years,22,138790,15.85
Georgia,13,2010,Female,80-84 years,20,80776,24.76
Georgia,13,2010,Male,1-4 years,20,281841,7.1
Georgia,13,2010,Male,35-39 years,19,338554,5.61
Georgia,13,2010,Male,40-44 years,21,345039,6.09
Georgia,13,2010,Male,45-49 years,19,353725,5.37
Georgia,13,2010,Male,50-54 years,19,326113,5.83
Georgia,13,2010,Male,55-59 years,32,274204,11.67
Georgia,13,2010,Male,60-64 years ,37,236696,15.63
Georgia,13,2010,Male,65-69 years,35,167765,20.86
Georgia,13,2010,Male,70-74 years,25,114032,21.92
Georgia,13,2010,Male,75-79 years,20,77642,25.76
Georgia,13,2010,Male,80-84 years,16,49027,32.64
Georgia,13,2011,Female,45-49 years,22,366261,6.01
Georgia,13,2011,Female,50-54 years,19,351355,5.41
Georgia,13,2011,Female,55-59 years,23,310929,7.4
Georgia,13,2011,Female,60-64 years ,27,277291,9.74
Georgia,13,2011,Female,65-69 years,22,198342,11.09
Georgia,13,2011,Female,70-74 years,25,143734,17.39
Georgia,13,2011,Female,75-79 years,18,108266,16.63
